what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.egit.ui,2.3.1.201302201838-r,"org.eclipse.egit.ui",1381762405165
started,bundle,org.eclipse.jgit,2.3.1.201302201838-r,"org.eclipse.jgit",1381762405165
started,bundle,org.eclipse.mylyn.bugzilla.core,3.8.4.v20130429-0100,"org.eclipse.mylyn.bugzilla.core",1381762405165
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.8.4.v20130429-0100,"org.eclipse.mylyn.bugzilla.ui",1381762405166
started,bundle,org.eclipse.mylyn.commons.core,3.8.4.v20130429-0100,"org.eclipse.mylyn.commons.core",1381762405166
started,bundle,org.eclipse.mylyn.commons.net,3.8.4.v20130429-0100,"org.eclipse.mylyn.commons.net",1381762405166
started,bundle,org.eclipse.mylyn.commons.notifications.core,1.0.4.v20130429-0100,"org.eclipse.mylyn.commons.notifications.core",1381762405167
started,bundle,org.eclipse.mylyn.commons.notifications.feed,1.0.4.v20130429-0100,"org.eclipse.mylyn.commons.notifications.feed",1381762405167
started,bundle,org.eclipse.mylyn.commons.ui,3.8.4.v20130429-0100,"org.eclipse.mylyn.commons.ui",1381762405167
started,bundle,org.eclipse.mylyn.commons.workbench,3.8.4.v20130429-0100,"org.eclipse.mylyn.commons.workbench",1381762405168
started,bundle,org.eclipse.mylyn.context.core,3.8.4.v20130429-0100,"org.eclipse.mylyn.context.core",1381762405168
started,bundle,org.eclipse.mylyn.context.tasks.ui,3.8.4.v20130429-0100,"org.eclipse.mylyn.context.tasks.ui",1381762405169
started,bundle,org.eclipse.mylyn.github.ui,2.3.0.201302130906,"org.eclipse.mylyn.github.ui",1381762405169
started,bundle,org.eclipse.mylyn.monitor.ui,3.8.4.v20130429-0100,"org.eclipse.mylyn.monitor.ui",1381762405169
started,bundle,org.eclipse.mylyn.tasks.ui,3.8.4.v20130429-0100,"org.eclipse.mylyn.tasks.ui",1381762405170
started,bundle,org.eclipse.mylyn.team.ui,3.8.4.v20130429-0100,"org.eclipse.mylyn.team.ui",1381762405171
os,sysinfo,,,"macosx",1381762405174
arch,sysinfo,,,"x86_64",1381762405174
ws,sysinfo,,,"cocoa",1381762405174
locale,sysinfo,,,"en_US",1381762405174
processors,sysinfo,,,"8",1381762405174
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1381762405174
java.runtime.version,sysinfo,,,"1.6.0_51-b11-457-11M4509",1381762405174
java.specification.name,sysinfo,,,"Java Platform API Specification",1381762405174
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1381762405174
java.specification.version,sysinfo,,,"1.6",1381762405174
java.vendor,sysinfo,,,"Apple Inc.",1381762405174
java.version,sysinfo,,,"1.6.0_51",1381762405174
java.vm.info,sysinfo,,,"mixed mode",1381762405174
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1381762405174
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1381762405174
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1381762405174
java.vm.specification.version,sysinfo,,,"1.0",1381762405174
java.vm.vendor,sysinfo,,,"Apple Inc.",1381762405174
java.vm.version,sysinfo,,,"20.51-b01-457",1381762405174
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381762410316
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1381762414586
started,bundle,org.eclipse.jdt.launching,3.6.1.v20111006_r372,"org.eclipse.jdt.launching",1381762414617
started,bundle,org.eclipse.jdt.launching.macosx,3.2.100.v20111006_r372,"org.eclipse.jdt.launching.macosx",1381762414640
started,bundle,org.eclipse.jst.servlet.ui,1.1.502.v201202011054,"org.eclipse.jst.servlet.ui",1381762437187
started,bundle,org.eclipse.jst.jee.ui,1.0.401.v201202011107,"org.eclipse.jst.jee.ui",1381762437193
started,bundle,org.eclipse.jst.j2ee.ui,1.1.503.v201201190400,"org.eclipse.jst.j2ee.ui",1381762437197
started,bundle,org.eclipse.jst.j2ee.navigator.ui,1.1.501.v201107261503,"org.eclipse.jst.j2ee.navigator.ui",1381762437198
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1381762437229
started,bundle,org.eclipse.wst.common.modulecore,1.2.103.v201201190400,"org.eclipse.wst.common.modulecore",1381762437231
started,bundle,org.eclipse.jst.j2ee.core,1.2.102.v201202090300,"org.eclipse.jst.j2ee.core",1381762437235
started,bundle,org.eclipse.jem,2.0.501.v201111030500,"org.eclipse.jem",1381762437259
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks.ui",1381762437273
started,bundle,org.eclipse.wst.xml.core,1.1.602.v201201091944,"org.eclipse.wst.xml.core",1381762437275
started,bundle,org.eclipse.wst.validation,1.2.303.v201202090300,"org.eclipse.wst.validation",1381762437282
started,bundle,org.polarion.eclipse.team.svn.connector.svnkit17,3.0.1.I20130301-1700,"org.polarion.eclipse.team.svn.connector.svnkit17",1381762437298
started,bundle,org.eclipse.jst.j2ee,1.1.503.v201202090300,"org.eclipse.jst.j2ee",1381762437332
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.200.v201103170302,"org.eclipse.jst.common.project.facet.core",1381762437491
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.301.v201108240656,"org.eclipse.jst.ws.jaxrs.core",1381762437494
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1381762437764
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1381762437777
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1381762440124
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1381762440135
started,bundle,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui",1381762440163
opened,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1381762440264
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1381762440321
started,bundle,org.eclipse.mylyn.tasks.index.core,3.8.4.v20130429-0100,"org.eclipse.mylyn.tasks.index.core",1381762440536
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1381762441181
started,bundle,org.eclipse.mylyn.commons.notifications.ui,1.0.4.v20130429-0100,"org.eclipse.mylyn.commons.notifications.ui",1381762441553
opened,view,org.eclipse.mylyn.tasks.ui,3.8.4.v20130429-0100,"org.eclipse.mylyn.tasks.ui.views.tasks",1381762441682
activated,perspective,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.JavaPerspective",1381762441712
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1381762441754
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381762441847
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.newWizard",1381762441906
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1381762444922
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.300.v201108240515,"org.eclipse.wst.ws.service.policy.ui",1381762444945
started,bundle,org.eclipse.wst.ws.service.policy,1.0.303.v201009221810,"org.eclipse.wst.ws.service.policy",1381762444945
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1381762444954
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1381762444954
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1381762445016
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1381762445019
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1381762445056
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1381762445059
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381762450348
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381762454922
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381762462712
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381762466327
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381762470285
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381762476592
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381762484792
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381762493240
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1381762495110
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1381762495356
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1381762495566
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1381762500333
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381762504305
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381762507217
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381762510579
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381762550799
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381762551712
